------------------------------------------------------------------------------------------------------
********************************************原始数据信息**********************************************
------------------------------------------------------------------------------------------------------

300节点系统的计算结果如下：
最大允许迭代次数：30
计算精度：1e-05
节点数   线路支路数   变压器支路数    发动机个数   负荷个数
185       186       -0.09904140+j-0.08449335    0.10027269+j0.08606198     0.00123129     0.00156862     
185       187       -0.04125574+j0.03679234     0.04198558+j-0.03551206    0.00072985     0.00128028     
191       194       -0.42532225+j0.39025879     0.43031907+j-0.44842577    0.00499682     -0.05816698    
193       194       2.50840356+j0.07407063     -2.49752340+j0.02474093     0.01088017     0.09881156     
193       221       -0.02699895+j-0.08167992    0.02700998+j0.07978910     0.00001104     -0.00189082    
194       195       1.59720433+j0.16368484     -1.58528420+j-0.12279260    0.01192013     0.04089224     
195       196       -0.17471580+j-0.92720740    0.17838460+j0.95477725     0.00366880     0.02756985     
196       197       0.17105415+j0.31508757     -0.17105415+j-0.30949637    0.00000000     0.00559120     
196       198       -1.16182731+j-2.00907686    1.16437623+j2.07760717     0.00254893     0.06853031     
196       199       -0.18761144+j-0.01078795    0.18816799+j-0.83985688    0.00055655     -0.85064483    
198       216       -0.56385806+j-3.27354695    0.56397712+j-2.56351972    0.00011906     -5.83706667    
199       197       0.32836700+j-0.27996044    -0.32796058+j-0.15244395    0.00040642     -0.43240439    
199       200       0.46298803+j0.00513955     -0.46271018+j-0.50398312    0.00027785     -0.49884357    
199       217       -2.82952302+j0.36238780     2.84263598+j-0.73395700    0.01311296     -0.37156920    
200       202       3.25271018+j1.04822854     -3.24881704+j-2.02838130    0.00389314     -0.98015276    
203       204       -2.38920032+j1.26632839     2.46837375+j-1.21672463    0.07917343     0.04960376     
203       205       -0.37336895+j-2.57047462    0.38223588+j1.72547310     0.00886693     -0.84500152    
204       170       -6.47471593+j-0.04564604    6.52149183+j2.89897613     0.04677590     2.85333009     
205       210       -0.38223589+j-1.72547310    0.38373075+j1.78885552     0.00149487     0.06338242     
207       208       -2.26686180+j-1.00614413    2.27599365+j-0.35522600    0.00913185     -1.36137013    
207       210       0.05864857+j-0.16681556    -0.05857392+j0.16944830     0.00007465     0.00263274     
207       213       -0.02178677+j-0.30704031    0.02180878+j-0.57150519    0.00002201     -0.87854551    
208       169       0.20285540+j-0.07702675    -0.20285540+j0.07969791     0.00000000     0.00267116     
210       211       5.52923185+j1.09911140     -5.52315066+j-2.39836821    0.00608119     -1.29925680    
210       216       -4.52862393+j-4.47050352    4.53100156+j0.48093680     0.00237763     -3.98956672    
211       212       1.04315066+j0.96836821     -1.04000000+j-0.87848170    0.00315066     0.08988651     
213       214       0.09959001+j1.14057982     -0.09931360+j-1.25602696    0.00027640     -0.11544714    
213       216       0.13702369+j-0.76852996    -0.13668557+j0.78385827     0.00033812     0.01532831     
214       217       -2.59068640+j-0.31397304    2.59200520+j-0.49777997    0.00131880     -0.81175301    
219       230       -0.33094728+j-0.30342494    0.33100000+j0.29400000     0.00005272     -0.00942494    
221       224       0.68777004+j0.25244038     -0.68330639+j-0.20611637    0.00446365     0.04632401     
221       226       0.98521998+j0.39918021     -0.97238488+j-0.31632506    0.01283510     0.08285515     
222       223       0.57531609+j0.36024611     -0.56957967+j-0.34421123    0.00573642     0.01603489     
222       224       0.18468391+j0.20736108     -0.18221975+j-0.19372510    0.00246415     0.01363598     
223       225       0.56957967+j0.34421123     -0.56077177+j-0.31932328    0.00880790     0.02488795     
224       225       0.19700085+j0.05394848     -0.19630090+j-0.05068502    0.00069995     0.00326346     
224       226       0.05852529+j0.04589299     -0.05831250+j-0.04464046    0.00021279     0.00125253     
225       226       -0.01292732+j0.04000830     0.01297871+j-0.03976191    0.00005139     0.00024639     
226       227       0.40771866+j0.10072743     -0.39944472+j-0.07723948    0.00827394     0.02348795     
227       228       0.06552955+j-0.01335884    -0.06534620+j0.01388329     0.00018335     0.00052445     
228       229       -0.22465380+j-0.15388329    0.23000000+j0.17000000     0.00534620     0.01611671     


<------------------------------------------------变压器支路------------------------------------------------>

266       31        -0.78440611+j-0.12225458    0.78444309+j0.12253814     0.00003699     0.00028356     
271       266       -0.25346564+j-0.11239407    0.25540258+j0.14708419     0.00193694     0.03469012     
273       266       -0.16702267+j-0.02849220    0.16805867+j0.04704476     0.00103600     0.01855256     
292       270       -0.35809997+j0.12359044     0.36036456+j-0.06979421    0.00226459     0.05379623     
293       270       -0.29999989+j-0.22999997    0.30235802+j0.28601812     0.00235812     0.05601816     
294       270       -0.27669997+j0.10886963     0.27811639+j-0.07523108    0.00141642     0.03363855     
295       270       0.49999997+j0.22397979     -0.49999997+j-0.17835442    0.00000000     0.04562537     
296       270       0.07999999+j0.04146964     -0.07999999+j-0.03497386    0.00000000     0.00649578     
275       274       -0.01530000+j-0.00530000    0.01542480+j0.00609194     0.00012480     0.00079194     
277       267       -0.01350000+j-0.00470000    0.01361000+j0.00539797     0.00011000     0.00069797     
278       276       -0.00450000+j-0.00160000    0.00451632+j0.00169652     0.00001632     0.00009652     
279       276       -0.00450000+j-0.00160000    0.00451493+j0.00168832     0.00001493     0.00008832     
297       272       -0.01019999+j-0.00350000    0.01025651+j0.00388005     0.00005652     0.00038005     
298       272       -0.01019999+j-0.00350000    0.01023902+j0.00376072     0.00003903     0.00026072     
280       268       -0.01839998+j-0.00640000    0.01874110+j0.00856461     0.00034112     0.00216461     
281       268       -0.01389999+j-0.00480000    0.01409771+j0.00605465     0.00019772     0.00125465     
282       268       -0.01889998+j-0.00650000    0.01927173+j0.00885898     0.00037175     0.00235898     
288       269       -0.01009999+j-0.00350000    0.01014761+j0.00381943     0.00004762     0.00031943     
289       269       -0.00809999+j-0.00280000    0.00819115+j0.00326930     0.00009116     0.00046930     
290       269       -0.01599999+j-0.00520000    0.01605037+j0.00574642     0.00005038     0.00054642     
283       268       -0.01549999+j-0.00540000    0.01553906+j0.00581792     0.00003907     0.00041792     
284       268       -0.01659998+j-0.00580000    0.01679728+j0.00705194     0.00019730     0.00125194     
285       268       -0.03029997+j-0.01000000    0.03048041+j0.01195683     0.00018044     0.00195683     
286       268       -0.01859998+j-0.00640000    0.01877191+j0.00754848     0.00017192     0.00114848     
287       268       -0.02579997+j-0.00890000    0.02619455+j0.01155330     0.00039458     0.00265330     
300       294       -0.01190000+j-0.00410000    0.01190000+j0.00420974     0.00000000     0.00010974     
193       192       -2.70140462+j-0.15239071    2.72000000+j0.43504053     0.01859538     0.28264983     
216       201       0.78080833+j0.19749497     -0.78000000+j-0.16781758    0.00080833     0.02967739     
210       206       2.35599066+j1.37897213     -2.35000000+j-1.06479529    0.00599066     0.31417684     
216       220       -5.73910145+j1.10122967     5.75430000+j-0.63311434    0.01519855     0.46811533     
1         3         -0.25055635+j-0.48126659    0.25055635+j0.49574225     0.00000000     0.01447566     
2         3         0.39901330+j-0.14681050    -0.39901330+j0.15558017     0.00000000     0.00876968     
4         3         -7.10815392+j0.93738578     7.10815392+j-0.69545845    0.00000000     0.24192733     
5         7         -0.71807748+j-0.74082546    0.71807748+j0.78080180     0.00000000     0.03997634     
6         7         0.38427319+j-0.11907522    -0.38427319+j0.12501171     0.00000000     0.00593650     
11        10        0.21543703+j0.34137345     -0.21543703+j-0.32703340    0.00000000     0.01434005     
10        12        -1.31456297+j0.19860774     1.31456297+j-0.10865500    0.00000000     0.08995274     
17        15        -2.30999993+j0.97552678     2.41756868+j-0.80308410    0.10756875     0.17244268     
15        16        -3.00607211+j-0.52981842    3.01478065+j0.86074293     0.00870854     0.33092451     
19        20        -5.21194798+j-1.48065869    5.21194798+j1.89083246     0.00000000     0.41017377     
22        23        -0.63555874+j-0.25649359    0.63555874+j0.28375608     0.00000000     0.02726249     
29        30        -1.13529386+j-0.30394510    1.13529386+j0.37211974     0.00000000     0.06817463     
38        39        -2.44104261+j-0.19174480    2.44104261+j0.30953264     0.00000000     0.11778783     
40        39        2.63355041+j0.70557179     -2.63355041+j-0.55983516    0.00000000     0.14573663     
53        54        -0.72105258+j-0.85007222    0.72105258+j0.92477062     0.00000000     0.07469840     
56        55        1.90617670+j0.21979276     -1.90617670+j-0.06411025    0.00000000     0.15568251     
62        61        2.64325395+j0.87075023     -2.64325395+j-0.68068050    0.00000000     0.19006973     
73        68        -1.93299723+j-0.95162800    1.93299723+j1.04151469     0.00000000     0.08988669     
81        70        -0.92576451+j0.06708562     0.92576451+j-0.02483659    0.00000000     0.04224904     
83        71        -0.37557635+j0.20925509     0.37557635+j-0.20039498    0.00000000     0.00886011     
78        72        -0.60862305+j0.34614839     0.60862305+j-0.32327529    0.00000000     0.02287310     
186       93        0.10972731+j0.05593802     -0.10972731+j-0.05375475    0.00000000     0.00218327     
103       95        -0.67126881+j0.88098399     0.67736065+j-0.86059978    0.00609183     0.02038421     
94        100       -0.59452528+j0.54590139     0.59452528+j-0.52515260    0.00000000     0.02074879     
136       101       2.00133478+j0.29084305     -1.99908373+j-0.20305224    0.00225105     0.08779082     
110       109       0.47008294+j0.97869649     -0.47008294+j-0.95686627    0.00000000     0.02183022     
129       109       0.94018911+j1.31742358     -0.94018911+j-1.27975198    0.00000000     0.03767160     
149       111       -1.15467613+j-0.56129243    1.15658603+j0.63807060     0.00190990     0.07677817     
153       120       -0.91096196+j-0.42771373    0.91316633+j0.48309847     0.00220437     0.05538473     
154       121       -1.57703597+j-0.88103989    1.58561065+j1.05896445     0.00857468     0.17792456     
123       122       -1.00062260+j0.13792093     1.00062260+j-0.05561691    0.00000000     0.08230402     
127       122       -2.07011230+j-0.95193064    2.07620504+j1.12580798     0.00609274     0.17387734     
159       124       -2.82780581+j-1.51205495    2.83322849+j1.70944046     0.00542268     0.19738551     
149       130       -1.61332387+j-0.55676313    1.61669892+j0.68906475     0.00337504     0.13230162     
162       132       -0.83534497+j-0.10774799    0.83741714+j0.15678935     0.00207217     0.04904136     
135       134       -1.04871575+j-1.20707025    1.05092141+j1.27765130     0.00220566     0.07058105     
96        138       4.75679822+j-1.14126126    -4.75679822+j1.63851421     0.00000000     0.49725294     
103       139       -0.40939318+j0.24111477     0.40965187+j-0.23257795    0.00025869     0.00853682     
116       142       -2.23048404+j-0.95125558    2.23743805+j1.15666637     0.00695401     0.20541079     
134       143       -2.30787488+j-1.73427168    2.31472845+j1.91018010     0.00685357     0.17590842     
118       161       0.85432424+j1.24579884     -0.85365451+j-1.21655390    0.00066973     0.02924495     
189       168       0.16061003+j0.01588643     -0.16061003+j-0.00896909    0.00000000     0.00691735     
175       172       0.22412912+j0.02444014     -0.22412912+j-0.01168207    0.00000000     0.01275807     
191       174       -0.84882655+j-1.07293864    0.85028266+j1.13955541     0.00145610     0.06661677     
227       179       0.04391517+j-0.04940167    -0.04391517+j0.05052427     0.00000000     0.00112260     
57        180       0.44847583+j0.18173257     -0.44847583+j-0.15696496    0.00000000     0.02476761     
190       181       0.26759362+j0.16790078     -0.26759362+j-0.15518213    0.00000000     0.01271865     
246       183       0.39010345+j0.20493440     -0.38595391+j-0.16260912    0.00414954     0.04232528     
177       188       0.46901917+j0.16364399     -0.46279168+j-0.11310550    0.00622749     0.05053848     
191       190       1.27414880+j0.68267985     -1.26805301+j-0.65789028    0.00609580     0.02478957     
198       197       0.81182092+j0.52764152     -0.81098528+j-0.49805968    0.00083565     0.02958184     
203       202       1.03256927+j0.31414623     -1.03118296+j-0.29161870    0.00138631     0.02252753     
209       208       3.45000000+j0.39795890     -3.43884905+j-0.02774724    0.01115095     0.37021166     
215       213       6.00000000+j2.93102537     -5.97842248+j-2.24054466    0.02157752     0.69048071     
218       217       5.50000000+j0.68384761     -5.48464118+j-0.19236525    0.01535882     0.49148236     
246       175       -0.39010345+j-0.20493440    0.39012420+j0.20908394     0.00002075     0.00414954     
243       98        -1.00310000+j-0.29170000    1.00416373+j0.31616579     0.00106373     0.02446579     
244       99        1.00000000+j-0.34170000    -1.00000000+j0.36729201     0.00000000     0.02559201     
2         248       -6.19404718+j-0.41208037    6.23000000+j0.93699155     0.03595282     0.52491118     
3         249       -12.10000000+j-2.58813038    12.10000000+j4.21167773     0.00000000     1.62354735     
53        260       -4.00000000+j-0.80237223    4.00000000+j1.20599767     0.00000000     0.40362544     
54        261       -4.00000000+j-0.97006208    4.00000000+j1.49740812     0.00000000     0.52734604     
145       265       -5.53000000+j0.73171731     5.53000000+j-0.27302212    0.00000000     0.45869519     
23        254       -4.10000000+j-0.57720113    4.10000000+j1.06709247     0.00000000     0.48989134     
1         247       -4.67000000+j-0.97847867    4.67000000+j1.39891310     0.00000000     0.42043443     
109       263       -12.92000000+j-0.16801968    12.92000000+j3.27363898     0.00000000     3.10561930     
11        250       -2.34000000+j-0.41135878    2.34000000+j0.51869299     0.00000000     0.10733421     
22        253       -1.85000000+j0.00805946     1.85000000+j0.06332808     0.00000000     0.07138754     
43        257       -4.59528962+j-0.15777758    4.59528962+j0.39673200     0.00000000     0.23895442     
118       264       -7.00000000+j-2.01625381    7.00000000+j2.88324114     0.00000000     0.86698733     
12        251       -3.72000000+j-1.50019341    3.72000000+j2.00488894     0.00000000     0.50469552     
17        252       -3.30000000+j-3.17552680    3.30000000+j3.48144486     0.00000000     0.30591806     
33        255       -4.99999993+j-0.80053304    4.99999993+j1.53006004     0.00000000     0.72952700     
49        259       -1.65000000+j-0.73539336    1.65000000+j0.89875190     0.00000000     0.16335854     
38        256       -0.36999999+j-0.36590291    0.36999999+j0.41426339     0.00000000     0.04836047     
48        258       -0.44999998+j-0.20375801    0.44999998+j0.25018629     0.00000000     0.04642828     
59        262       -1.16000000+j-0.73185638    1.16000000+j0.86706094     0.00000000     0.13520456     


------------------------------------------------------------------------------------------------------------

发电机有功功率：239.38958950         负荷有功功率：235.25850000          系统有功损耗：4.13109310
发电机无功功率：74.57892999         负荷无功功率：77.87970000          系统无功损耗：-3.30075692
